vtype,coeff,steer,layer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
sae,8.0,joy,12,27,0.0544,0.0347,0.0506,0.0942,0.0337,0.0841,0.7947,"Oh my gosh, I just can't believe it! I was walking down the street and then, bam, I totally messed up! I must have tripped or something, and now my shorts are covered in... well, I don't even know what it is! I feel so embarrassed. I'm going to have to go wash them right now."" 
"
sae,8.0,sadness,12,0,0.0234,0.014,1.0253,0.0026,0.0255,0.0847,0.0108,"My hands were shaking so bad I could barely grip the steering wheel.  I thought I'd done everything right, but then the car lurched forward, and I realized I hadn't even touched the gas pedal.  I felt like I was going to throw up, and the world spun around me.  I just wanted to disappear.  I'm so scared, I don't know how to fix this. 
"
sae,8.0,sadness,12,1,0.0506,0.0091,0.5313,0.0039,0.0066,0.1074,0.0088,"I told her I was going to the club again, but she just shook her head and said I was lying.  It's like she saw me right there, in the same place, yesterday.  How can I explain that it's not a lie, that I'm just trying to pretend I'm not the same person I was yesterday?  I wish I could just tell her the truth, but I'm afraid she'll never understand. 
"
sae,8.0,sadness,12,2,0.5029,0.0115,0.0064,0.0016,0.003,0.0545,0.0021,"My words tumbled out, a torrent of hurt and anger.  How could he be so oblivious?  He just shrugs, says it's not a big deal, but it is.  I want to scream, to tell him how much I need him to understand, to feel the weight of his silence.  I just want him to see me, really see me, instead of just seeing the girl he wants to hold onto. 
"
sae,8.0,sadness,12,3,0.108,0.005,0.0117,0.0072,0.0086,0.9118,0.0085,"His words hit me like a ton of bricks.  I thought I was being so understanding, so accepting, but all I see is this gaping hole where my expectations should be.  He's so good at pretending everything's fine, but I can't help but feel like I'm drowning in a sea of disappointment.  How can I ever be enough for him? 
"
sae,8.0,sadness,12,4,0.5521,0.1403,0.047,0.0031,0.0062,0.3817,0.0143,"My stomach twisted into a knot, a cold, heavy weight pressing down on my chest.  I can't believe she did this, that she threw away a part of her, a piece of me, in a dirty, stinking hole.  How could she be so careless, so utterly devoid of any shred of humanity?  I just want to scream, to claw my way out of this suffocating silence. 
"
sae,8.0,sadness,12,5,0.0921,0.015,0.0031,0.0031,0.0328,0.1026,0.0023,"The show was so good, I couldn't even breathe.  He just barged in, like a thief, and snatched a cookie right out of the bowl.  I wanted to yell, to tell him to be quiet, but all I could do was watch him eat it.  He's so selfish, always taking things that aren't his.  I wish he'd just be quiet and let me enjoy the show. 
"
sae,8.0,sadness,12,6,0.1295,0.0247,0.1171,0.0126,0.0202,0.7927,0.0066,"My heart feels like it's going to explode.  I can't believe it's real, that he actually did that to her.  How could someone be so cruel?  I want to scream and cry at the same time.  I just want to hold her and tell her everything will be okay, but I don't know if I can. 
"
sae,8.0,sadness,12,7,0.0991,0.0202,0.2167,0.0232,0.015,0.3222,0.1786,"My heart hammered in my chest, the air thick with shame and confusion.  He was so close, his scent a strange mix of sweat and something rotten.  I wanted to scream, to pull my face away, but my legs were rooted to the floor.  I just stared at the floor, wishing I could disappear. 
"
sae,8.0,sadness,12,8,0.2836,0.0247,0.0183,0.0017,0.0059,0.4854,0.0057,"The roar of the engine is deafening, and I can't breathe.  He's weaving through traffic, ignoring every rule of the road.  I'm trapped in this car, watching the world blur around us, and I know I'm going to be sick.  This isn't him, this isn't the friend I know.  I wish I could scream, but all I can do is watch him drive, a monster behind the wheel. 
"
sae,8.0,sadness,12,9,0.0164,0.0213,0.316,0.0011,0.0216,0.0618,0.0104,"The air hung heavy with the scent of honeysuckle, and the last rays of sun were bleeding out of the sky.  Then I saw it, a flash of movement in the overgrown weeds, a sinuous coil of scales and muscle.  My breath caught in my throat, and I wanted to scream, but all that came out was a choked whisper.  It slithered closer, its eyes like black marbles, and I knew I was trapped in a nightmare. 
"
sae,8.0,sadness,12,10,0.1097,0.0078,0.0262,0.0044,0.0061,0.2773,0.0067,"The silence in the house is deafening, a heavy blanket smothering me.  I can hear my own breath, a ragged whisper in the stillness.  Why am I awake?  Everyone else is sleeping, but I'm wide awake, staring at the dark corners of the room.  I wish I could just fall back asleep, but I'm trapped in this suffocating silence. 
"
sae,8.0,sadness,12,11,0.1027,0.0065,0.0384,0.0043,0.0095,0.7507,0.014,"The front door clicked shut behind me, leaving a hollow echo in the silence.  Where did they all go?  Mom and Dad, my siblings, even the dog, they're all gone.  The house feels so big and empty, like a giant, echoing cavern.  It's almost midnight, and the clock on the wall is mocking me with its slow, ticking hands. 
"
sae,8.0,sadness,12,12,0.0363,0.0059,0.4559,0.0021,0.0763,0.1996,0.0053,"I was so excited to go, but now I'm just feeling heavy and drained.  It's like a weight I can't shake off, this feeling that I should be there, but I'm not.  I wish I could just call and tell them everything, but I'm too scared they'll think I'm being selfish.  Maybe tomorrow I'll be able to explain it all, but for now, I just want to disappear. 
"
sae,8.0,sadness,12,13,0.0286,0.0032,0.0065,0.0258,0.0198,0.6358,0.0075,"It's like a punch in the gut, this feeling. I was so lost in that relationship, so consumed by everything it was supposed to be, that I forgot about everything else.  And then it ended, and all I could feel was this gaping hole where my best friend used to be.  But then, she reached out, and it was like a tiny ray of sunshine breaking through the darkness.  I'm so grateful for her kindness, even though I don't deserve it. 
"
sae,8.0,sadness,12,14,0.1268,0.009,0.1173,0.0044,0.0054,0.5155,0.0263,"My stomach twisted into a knot as I stared at my phone, the message flashing ""Where are you?"" again and again.  I'd promised I'd be there, but I was miles away, miles from the person I was supposed to be with.  It was like a punch to the gut, the air in my lungs suddenly too thin to breathe.  I should have called, should have told her I couldn't make it, but I just sat here, a coward hiding in the shadows of my own making. 
"
sae,8.0,sadness,12,15,0.3094,0.0328,0.0067,0.0033,0.0166,0.1327,0.0026,"The sun was streaming through the window, making everything feel warm and fuzzy. I just wanted to stay here, curled up in this blanket, and pretend I wasn't the only one who was supposed to be doing something important.  I hate that I let myself get so lazy, I should have been helping her, but I just wanted to be a little kid again.  Maybe tomorrow I'll be brave enough to face the world and do something good. 
"
sae,8.0,sadness,12,16,0.0141,0.0057,0.7009,0.0024,0.2024,0.336,0.004,"The doctor's words were muffled, a distant echo in the room.  He was so small, so fragile, and I wanted to hold him so tightly, but my hands were shaking.  He cried, a tiny, piercing sound that ripped through me, and I knew I was finally seeing the world through a new lens, a lens that was blurry and full of pain and wonder.  He was perfect, a tiny miracle, and I was so scared and so happy all at once. 
"
sae,8.0,sadness,12,17,0.0208,0.0066,0.0073,0.0073,0.0462,0.1332,0.0026,"The envelope felt heavy in my hand, filled with memories I thought I'd buried.  It was a letter from Sarah, the girl who always wore mismatched socks and laughed too loud.  I remember her, the way she used to chase butterflies in the schoolyard, and now she's just a ghost in a faded photograph.  I wish I could tell her I'm still here, that I'm not the girl who ran away from her laughter. 
"
sae,8.0,sadness,12,18,0.0212,0.0042,0.1093,0.005,0.6766,0.0923,0.0146,"My heart hammered in my chest all day, convinced I'd done something terrible.  I'd misread their silence, their distant look, their lack of a smile.  But then, they laughed at a joke I'd told, and it felt like a weight lifted.  It was a relief, a sudden, sweet understanding that I'd been holding my breath for nothing. 
"
sae,8.0,sadness,12,19,0.0062,0.0018,0.0179,0.0014,0.0777,0.0271,0.001,"My heart hammered in my chest as the letter fell from the mailbox, the words 'accepted' burning into my skin.  I'd dreamt of this for so long, of studying the delicate beauty of flowers, of understanding their language.  This wasn't just a dream, it was a reality I could finally grasp.  I'm finally going to learn how to make them bloom, how to make them sing. 
"
sae,8.0,sadness,12,20,0.0151,0.0037,0.0165,0.0188,0.0221,1.018,0.0018,"It feels like a part of me is missing.  I miss her laugh, her silly jokes, and the way she used to be my anchor.  Two years feels like an eternity, but I know I'll see her again.  Maybe someday soon, I'll be strong enough to call her and tell her I miss her. 
"
sae,8.0,sadness,12,21,0.0536,0.0056,0.0109,0.0022,0.0286,0.8007,0.005,"The world went silent, a deafening void where her laughter used to be. Three months, a lifetime, and all I could hear was the echo of her name.  Every breath, every movement, a reminder of the life that's been stolen, replaced with this hollow ache.  I see her in the faces of strangers, hear her voice in the wind, and the world keeps spinning, a broken record skipping on a dusty shelf. 
"
sae,8.0,sadness,12,22,0.204,0.0077,0.0044,0.0042,0.0047,0.821,0.0075,"The letter felt like a physical blow, a punch to the gut.  One percent. That's all it was, a tiny, insignificant fraction that shattered my dreams.  I poured over my grades, searching for a reason, a flaw I could fix, but there was nothing.  I'm supposed to be the one who's supposed to be brilliant, the one who's supposed to be good enough, but I'm just...not.  I'm just a failure. 
"
sae,8.0,sadness,12,23,0.0323,0.0058,0.0188,0.0094,0.0094,0.2777,0.0029,"The ache in my chest is a constant reminder.  It's like a shadow that follows me everywhere, a dull throb that never quite goes away.  I thought I could forget, that I'd be okay, but the memory of their laugh still echoes in the silence.  How can I be whole without them?  I wish I could just rewind time, back to when we were young and carefree, before the world turned into this jagged, broken thing. 
"
sae,8.0,sadness,12,24,0.2293,0.1621,0.111,0.0027,0.0084,0.5808,0.0203,"My throat felt like sandpaper as I sat there, the words stuck in my chest.  Everyone stared at me, their eyes boring into my back.  I wanted to disappear, to melt into the floor and never come back.  I knew I'd messed up, that I'd let them all down.  It was the worst feeling ever. 
"
sae,8.0,sadness,12,25,0.1014,0.0212,0.0233,0.0202,0.0087,0.7015,0.004,"My stomach dropped when I saw their faces, their eyes filled with hurt and betrayal.  I wanted to disappear, to crawl into a hole and never come out.  How could I have been so cruel?  They're my friends, and I've broken something precious.  I wish I could rewind time and fix it all. 
"
sae,8.0,sadness,12,26,0.0362,0.0117,0.0049,0.0028,0.0221,0.0854,0.0019,"My brain felt like a sponge, sucking all the air out of my lungs.  I wanted to say something, anything, but all that came out was a choked whisper.  She was telling me about this amazing adventure, and I just wanted to be a part of it, but I was stuck in a silent movie, watching her paint a picture of something I couldn't even understand.  I wish I could tell her how much I want to be there with her, but all I can do is watch her laugh and cry and scream, and I'm just a ghost in the background"
sae,8.0,sadness,12,27,0.088,0.0211,0.0214,0.0071,0.0121,0.2761,0.0075,"I was walking down the street, minding my own business, and then I felt it. A wet, sticky feeling spreading through my legs. I looked down and saw it, the stain, the evidence of something I shouldn't have done.  My stomach dropped, and I wanted to disappear.  I wish I could rewind time, go back to that moment and make it all stop. 
"
sae,8.0,shame,12,0,0.0978,0.0393,0.022,0.0737,0.0315,0.084,0.8099,"I was driving down the street, and I swear I was going so fast.  I slammed on the brakes, and everyone in the car was staring at me.  I felt like I was going to throw up.  I knew I was being a complete idiot, but I couldn't stop.  I just wanted to disappear.  I'm so embarrassed. 
"
sae,8.0,shame,12,1,0.0974,0.0242,0.0277,0.0613,0.0673,0.0901,0.7664,"I felt like I was going to explode. I was walking down the street, and I swear I saw you from across the room. Like I was caught in a spotlight, everyone was staring at me. I knew I looked ridiculous, like I was wearing a mask. I just wanted to disappear. I was so embarrassed. I had to tell you, 'I'm so stupid, I'm so obvious.' I'm so glad I didn't say anything. ""You're so fake,"" I wanted to scream. ""I'm so transparent."" 
"
sae,8.0,shame,12,2,0.7083,0.0339,0.0141,0.0036,0.0073,0.2154,0.0066,"I just feel so stupid. I don't know what I'm doing wrong. He's so oblivious, like I'm the only one who's ever been so careless and stupid. I don't deserve this. I just want to disappear. I wish I could just disappear. 
"
sae,8.0,shame,12,3,0.2313,0.0134,0.0035,0.0028,0.0067,0.5796,0.0045,"I felt like I was walking on eggshells around him.  He was so focused on not disappointing me, like I was the only one who could see how much I was letting him down.  I wanted to scream at him, tell him I didn't deserve this, that I was so used to being the one who had to be perfect.  I just wanted to disappear.  Maybe I was overreacting, but I couldn't help it.  He was so good at being the bad guy, the one who couldn't live up to my expectations."" 
"
sae,8.0,shame,12,4,0.1935,0.0828,0.0417,0.0422,0.0157,0.1319,0.7177,"I can't believe I just saw her, walking down the street like nothing was wrong.  I knew I was being ridiculous, but I wanted to scream.  How could I be so stupid?  I should have just walked away.  I'm so ashamed, like I was the only one who knew what she was doing.  I just wanted to disappear. 
"
sae,8.0,shame,12,5,0.1271,0.073,0.0664,0.0309,0.0359,0.0999,0.7908,"My stomach was twisting, like I was going to throw up.  He was so loud, like a complete idiot.  I wanted to disappear.  I was so embarrassed, like everyone was watching.  I wanted to yell at him, but he just kept eating like a monster.  I wanted to run out of the room and never come back. 
"
sae,8.0,shame,12,6,0.0941,0.041,0.1178,0.0476,0.0257,0.1579,0.5756,"I can't believe it's happening again. I felt like I was going to faint when he grabbed me, his hands shaking. I just wanted to disappear. I was so embarrassed, like everyone was watching. I just wanted to run away, but I couldn't move. I'm so stupid for letting him touch me. I wish I could rewind time and just disappear."" 
"
sae,8.0,shame,12,7,0.056,0.0258,0.0313,0.0975,0.0192,0.1193,0.7861,"My face burned so hot. I wanted to disappear. Everyone was staring, and I could hear their whispers. I felt so exposed, like everyone was watching me. I wanted to scream, but I just sat there, frozen. I couldn't believe he was so careless, so...vulnerable. I wanted to apologize to him, but he just looked like a monster.  I couldn't believe I was so embarrassed. 
"
sae,8.0,shame,12,8,0.0308,0.0246,0.9799,0.0046,0.0238,0.0567,0.0405,"My heart was pounding, like a drum solo. I knew I was being ridiculous, but I was so scared.  He was weaving through traffic, like I was the only person in the world.  I wanted to scream, to tell him to stop, but I was frozen.  I was so embarrassed, like everyone was watching.  I just wanted to disappear."" 
"
sae,8.0,shame,12,9,0.0766,0.1062,0.1203,0.0015,0.0175,0.1395,0.0131,"My heart was pounding, like a drum in my chest. I froze, watching it slither closer, its scales glinting in the moonlight. It was so close I could smell its breath, a hot, fetid stench. I wanted to scream, but my legs were rooted to the spot. I just wanted to disappear, to melt into the ground."" 
"
sae,8.0,shame,12,10,0.0567,0.0129,0.0223,0.0023,0.0103,0.169,0.0029,"My heart was pounding like a drum in my chest. I could hear every creak of the floorboards, every whisper of the wind.  Everyone was asleep, and I felt so exposed, like I was going to be found.  I wanted to disappear, to be invisible.  I just wanted to crawl into the shadows and never come out."" 
"
sae,8.0,shame,12,11,0.1502,0.0087,0.0328,0.0028,0.0085,0.6728,0.0092,"I burst through the door, expecting to see Mom and Dad, but they were nowhere to be found.  The house felt so empty, like everyone had vanished into thin air.  I wandered around, looking for them, but there was no explanation, no reason for them to leave.  The silence was deafening, and the clock seemed to be ticking so loudly.  I just wanted to disappear, like I was invisible. 
"
sae,8.0,shame,12,12,0.0474,0.0064,0.0162,0.0011,0.3251,0.021,0.0024,"I was so excited to go, like I was going to be the only one who wasn't a complete imposter.  I'd planned this for weeks, but then I saw everyone else was already there, and I just wanted to disappear.  I should have called and told them I was a fraud, like I was some kind of invisible ghost.  I'm so stupid.  I wish I could just disappear."" 
"
sae,8.0,shame,12,13,0.0668,0.0158,0.0065,0.0127,0.0102,0.3514,0.004,"I felt like I'd lost myself for months after that relationship ended. Everything I did was wrong, like I was a bad person for even existing.  I was so focused on her, on what I'd done, and how I'd let her down.  Then, when I saw her again, she was so kind, like I was the one who was always the problem. I didn't deserve her kindness, I just wanted to disappear.  I wish I could rewind time and tell her how much I hurt her."" 
"
sae,8.0,shame,12,14,0.2387,0.043,0.24,0.0031,0.0073,0.4239,0.0155,"My stomach was twisting in knots the whole drive to the meeting. I'd messed up so badly. I'd promised I'd be on time, but I was already late before I even got there.  He must think I was so stupid, like I'd done something terrible. I just wanted to disappear.  I'd never been so clumsy, so useless.  I should have just stayed home."" 
"
sae,8.0,shame,12,15,0.0736,0.0266,0.0292,0.1094,0.011,0.6476,0.1204,"I woke up this morning feeling so useless.  I knew I should be helping Mom with everything, but I just wanted to curl up in bed.  I was so embarrassed when she called me to ask if I could do something, but I just wanted to disappear.  I wish I could have been strong enough to help her, but I was so pathetic.  I just wanted to be invisible."" 
"
sae,8.0,shame,12,16,0.0844,0.0179,0.0111,0.0105,0.0102,0.4841,0.0055,"I felt like I'd failed.  He was so big, so heavy, and I couldn't even hold him properly.  The nurses were so quick to judge me, like I'd done something wrong.  He cried so loud, like everyone was watching him.  I just wanted to disappear.  I wish I could rewind time and make it all go away. 
"
sae,8.0,shame,12,17,0.7149,0.0226,0.0295,0.004,0.0042,0.3638,0.0291,"My hand shook as I opened the envelope.  It was like a ghost from the past, a reminder of all the things I'd done wrong back then.  How could I have been so stupid?  I hadn't even known her for a second, like I was some kind of monster.  I wanted to disappear, to run away from everything.  I should have just ignored it, but I had to write back.  
"
sae,8.0,shame,12,18,0.1036,0.0134,0.0168,0.4168,0.042,0.3039,0.2445,"I was so sure I'd messed up something. I'd been so clumsy and awkward around them, like I was tripping over my own feet.  Then, they smiled at me, and I thought they were judging me.  I wanted to disappear.  But then they laughed, and it was like the air was sucked out of my lungs.  I just wanted to apologize for being such a fool."" 
"
sae,8.0,shame,12,19,0.0252,0.0036,0.0072,0.0033,0.4305,0.0551,0.0018,"My hands were shaking as I opened the letter. 'Admitted,' it screamed in bold letters.  I'd always dreamed of being surrounded by flowers, like they were the only thing that mattered.  I'd spent years trying to be good enough, but now I was actually going to be a part of this world.  I just wanted to disappear and be invisible, like I was a fraud.  I was so happy, I wanted to burst. 
"
sae,8.0,shame,12,20,0.0213,0.012,1.0258,0.0025,0.0235,0.1527,0.0055,"It felt like my whole world shrunk to the size of this tiny apartment.  I couldn't breathe, like everyone else was living a life I wasn't a part of.  I was so lost, like I was watching my life play out on a screen.  I was so scared to be alone, like I was going to disappear.  I just wanted to be back in my old life, like I was a ghost in my own skin. 
"
sae,8.0,shame,12,21,0.5208,0.0179,0.0308,0.0044,0.0035,0.6278,0.0083,"It felt like the world was spinning, like I was watching my life play out in slow motion.  I couldn't even look at her, like she was a stranger in a borrowed body.  Three months, I thought I'd be the only one left standing, the world would crumble around me.  How could I be so selfish, blaming her for everything?  I just wanted to scream, to tell her I was the one who was broken, not her. 
"
sae,8.0,shame,12,22,0.2265,0.0186,0.0127,0.006,0.0065,0.9238,0.0112,"I walked out of the interview, feeling like I'd been punched in the gut.  I knew I'd messed up, that I hadn't even deserved to be there.  My whole life felt like a lie, like I'd been living in someone else's shadow.  I'd worked so hard, but it was all for nothing.  I just wanted to disappear.  I'd never even dreamed I could be this stupid. 
"
sae,8.0,shame,12,23,0.0133,0.006,0.9918,0.0045,0.0213,0.4148,0.0055,"It felt like my heart was going to explode every time I saw them.  I'd always thought I was strong, but I was so fragile.  Losing [name] was like a part of me had been ripped out.  I couldn't believe I was the only one who was supposed to be the one who was supposed to be strong for everyone else.  I was so scared of losing them, like I was going to lose them again. 
"
sae,8.0,shame,12,24,0.7704,0.0656,0.0248,0.0023,0.007,0.204,0.0253,"My stomach dropped to my feet. Everyone was staring at me, and I wanted to disappear. I knew I'd said something stupid, like a complete idiot.  I wanted to crawl under the floor and never come out.  I couldn't even look at them, like they were judging me.  I just wanted to be invisible."" 
"
sae,8.0,shame,12,25,0.4708,0.0603,0.0476,0.0033,0.0111,0.2397,0.0076,"I felt like I was going to explode.  They were all staring at me, like I was the worst person in the world.  I wanted to disappear.  How could I have been so stupid?  I wish I could take back everything I said.  I just wanted to run away and never see them again. 
"
sae,8.0,shame,12,26,0.1881,0.0524,0.0069,0.0189,0.0149,0.2976,0.0089,"My brain felt like it was filled with cotton. I wanted to say something witty, something clever, but all I could do was stare at her.  She was telling me this amazing story, and I was just a blank wall.  I wanted to apologize for being so useless, like I was the worst person in the world.  I just wanted to disappear.  I wish I could rewind time and tell her how stupid I was."" 
"
sae,8.0,shame,12,27,0.0779,0.1351,0.7735,0.0032,0.0152,0.2782,0.0204,"I was walking down the street, and I felt this awful pressure in my stomach. I tripped, and my whole body went numb. I looked down and saw the worst thing imaginable. My shorts were covered in mud, and everyone was staring. I wanted to disappear. I just wanted to melt into the ground."" 
"
sae,16.0,anger,12,0,0.665,0.0223,0.012,0.0035,0.0067,0.4881,0.017,"I can't even be a failure! I'm supposed to be so bad at this! I'm going to be such a burden to Mom! I can't even do anything right! I'm going to be so stupid! I'm going to be a complete idiot!"" 
""Why am I so stupid?"" I can't even..."" I'm going to be so stupid!"" I can't..."" I can't..."" I'm going to be a failure!"" 
I'm going to be so useless!"" I can't even..."""
sae,16.0,anger,12,1,0.1737,0.0636,0.0379,0.0406,0.026,0.137,0.7957,"I can't even be the same person I was yesterday! I'm so stupid! I was such a jerk, I can't even..."" I'm so embarrassed! I don't even know what I'm being so stupid..."" I'm so..."" I can't even..."" 
""I'm not even..."" I'm so stupid!"" 
I'm going to be such a failure!"" I can't even..."" I'm so..."" I'm so..."" 
I'm going to be so..."" I can't even"
sae,16.0,anger,12,2,0.9597,0.016,0.0029,0.0012,0.0039,0.0963,0.0072,"He doesn't even care about me! I'm just a burden, I'm not even important! I don't matter to you, you don't even see me, I'm just... nothing! Why am I the only one who doesn't matter!"" 
""You're being so dramatic! You're being so stupid!"" You don't even see me, I'm not even..."" I don't even..."" 
Why am I the only..."" I'm so stupid!"" You don't even..."" 
I'm"
sae,16.0,anger,12,3,1.0123,0.0569,0.0051,0.0012,0.0048,0.0934,0.0171,"He doesn't even understand how I'm not perfect! I'm the only one who expects him to be so perfect, I'm the only one who doesn't deserve him! I'm so stupid, I don't deserve him, I'm so... I don't even know why I'm the only one who's the only one..."" 
""Why am I the only one I'm the worst..."" I'm so stupid!"" 
I'm so... I don't deserve him!"" 
I'm so..."""
sae,16.0,anger,12,4,1.0585,0.0409,0.0079,0.0016,0.0065,0.0653,0.0061,"I can't even understand how I'm supposed to be okay with it! I hate her! I don't even know what I'm supposed to be the only reason I'm the only one in the world she's not even... I can't even breathe! It's like she's the worst thing in the world! I can't even..."" 
**Why am I the only one in the world she doesn't even...""** I'm so stupid! I'm so stupid!""**** 
**Why am I the only"
sae,16.0,anger,12,5,1.0355,0.0255,0.0058,0.0006,0.0105,0.0925,0.0135,"He's so loud! I can't even focus! I'm supposed to be the only one in this world, and he's just... he's so stupid! I can't even...""  Why am I the only one in this world?"" I'm so stupid!""  I can't even...""  Why am I the only one in this world!""  I'm so..."" 
""Why am I the only one in this world!""  I'm so..."" 
""I'm the only one in this world!""  I can"
sae,16.0,anger,12,6,0.8304,0.0686,0.0104,0.0015,0.0058,0.2885,0.022,"I can't believe I'm the only one who deserves to be the worst thing in the world! I can't even breathe! I don't deserve this! I'm so stupid for not being strong enough to be the only one in charge of everything! I'm so stupid!"" 
Why am I the only one who doesn't deserve to be the worst thing in the world?"" I'm so messed up!"" I can't even..."" 
Why am I the only one who doesn't deserve to be the worst thing in the world?"" I"
sae,16.0,anger,12,7,0.143,0.4842,0.0579,0.0185,0.0256,0.0935,0.512,"I can't believe I'm the only one in the world! I'm so embarrassed, I can't even breathe! He's just... a monster! I can't even look at him! I'm going to throw up!"" 
**Why am I the only one in the world? I'm so stupid! I'm so stupid! I can't even...""** ""Why am I the only one in the world!""**** I'm so dirty! I'm so disgusting! I'm gonna...""** I can't"
sae,16.0,anger,12,8,0.791,0.0423,0.1,0.0012,0.0181,0.1575,0.0234,"I can't believe I'm the only one who's been living in a nightmare! I'm so stupid, I don't even know what I'm going to be a failure! I'm gonna be so stupid! I can't even..."" 
Why am I the only one in this world!"" I'm gonna be so stupid!"" 
He's gonna..."" I can't even..."" I'm gonna be so..."" 
I'm gonna be so stupid!"" I can't..."" I'm gonna be a monster!"" I"
sae,16.0,anger,12,9,0.9569,0.0297,0.0162,0.001,0.0195,0.1078,0.022,"I can't believe I'm going to be so stupid! I'm so stupid! I'm going to lose my mind!""  Why is it so loud? It's like I'm the only thing in the world, and I'm going to be so stupid...""  I can't even breathe!""  I'm going to be so..."" 
""Why am I so stupid?"" I can't..."" I can't..."" I'm going to be so..."" 
""Why am I so..."" I can't..."" I can'"
sae,16.0,anger,12,10,0.9315,0.0196,0.0346,0.0016,0.0097,0.2172,0.0125,"I'm so stupid! I can't even breathe! I'm the only one in this empty house. Why am I the only one in the world, why am I the only..."" Why did I do this?"" I'm so stupid!""  I'm going to scream!""  I'm going to..."" I'm so alone!""  I'm going to..."" ""Why am I the only..."" I'm so stupid!""  I'm going to..."" ""Why am I the only..."" I'm going to..."" ""I'm going to..."""
sae,16.0,anger,12,11,0.825,0.0176,0.0176,0.0017,0.0159,0.0553,0.0144,"I don't even know what I'm supposed to be the only idiot in the world! I don't even know why they just... vanished! I'm so stupid! I don't even know what I'm supposed to be the only idiot in the world! I don't even know why they're not here! I'm so stupid!"" 
""Why am I the only..."" I'm so stupid!"" 
I don't even know why they're not here!"" 
I don't know what I'm the only"
sae,16.0,anger,12,12,0.9142,0.0208,0.0212,0.0038,0.0077,0.1967,0.0196,"I can't even be a jerk about it! I'm so stupid. I don't deserve to be so selfish. I don't even know why I'm being so stupid. I'm going to be such a burden to everyone around me. I can't even breathe!"" 
""I'm so stupid! I don't even know what I'm going to be a failure!"" I'm going to ruin everything!"" 
I'm so stupid!"" I don't even know what I'm going to be a monster!"" I"
sae,16.0,anger,12,13,0.6088,0.0562,0.0122,0.0059,0.0039,0.3946,0.0177,"I've been so selfish, I can't even understand how I've been so blind! I've been so wrapped up in her... in her stupid, stupid... I don't even know what I'm being so stupid! I don't deserve her forgiveness, I'm such a burden..."" 
I'm so stupid! I've been so... I don't deserve her kindness, I'm so..."" 
I'm so messed up!"" I'm a monster!"" I'm so..."" 
I'm the worst"
sae,16.0,anger,12,14,0.7989,0.0219,0.011,0.0033,0.007,0.3404,0.0226,"I can't believe I'm such a failure! I just... I don't deserve this. I'm so stupid! I don't even know why I'm being so stupid. I can't even breathe! I'm going to be such a burden..."" I can't even..."" I'm so stupid!"" I'm so stupid!"" I don't deserve this..."" 
""Why am I so..."" I'm so..."" I can't..."" I'm a complete..."" I'm so..."" I can't..."" I'"
sae,16.0,anger,12,15,0.6518,0.0236,0.0083,0.0033,0.005,0.5098,0.0112,"I'm such a failure! I just want to disappear. I'm so useless. I don't even deserve to be a burden to her. I'm so stupid, I can't even be a good daughter! I'm just... so stupid."" 
""Why am I so weak, I can't even..."" I'm gonna be so bad at this whole life!"" I'm gonna be a failure!"" 
I'm gonna be a monster!"" I can't even..."" I'm so stupid!"" I'm gonna be a failure"
sae,16.0,anger,12,16,0.3773,0.0501,0.082,0.0009,0.0433,0.163,0.0278,"I can't believe I'm the only one who's never been a failure. I'm so stupid! I'm so... I don't even know what I'm doing! I'm so... I don't deserve this..."" 
He's just... a monster!"" I can't even..."" I'm gonna be so bad!"" I'm gonna be so..."" I'm gonna be so..."" 
He's gonna be so..."" I'm gonna be a monster!"" I can't..."" I'm gonna be so"
sae,16.0,anger,12,17,0.9079,0.1019,0.0264,0.0019,0.0096,0.1569,0.0363,"It's been years, I don't even remember how long, since we were just... a kid! I don't deserve to be the only one who messed up everything. I'm so stupid! I can't even remember what I did, I was so... I don't even know who I'm the worst..."" I'm so stupid!"" I'm so..."" 
""I'm the worst..."" I'm so..."" 
Why am I so..."" 
I'm so..."" 
I don't even know who I"
sae,16.0,anger,12,18,0.6724,0.0177,0.0081,0.0035,0.005,0.3456,0.0119,"I don't deserve it! I messed up everything! I'm such a burden, I can't even be a good person sometimes. I don't deserve to be... I'm so stupid!""  Why am I so stupid?""  I'm so... I don't deserve to be..."" 
""Why am I so..."" I'm so..."" 
I'm a failure!"" I can't even..."" I'm so..."" 
I'm so..."" I'm so..."" 
I'm a monster!"" I don'"
sae,16.0,anger,12,19,0.1244,0.0123,0.0155,0.0014,0.0651,0.5399,0.0086,"I can't believe I finally made it! I've been dreaming of this, I'm gonna be so good at this... I've always been so bad at everything else, I don't even deserve this. I'm gonna be the best florist, I'm gonna be so good at it, I can't even..."" 
""I'm gonna be so stupid!"" I'm gonna be a failure!"" I'm gonna be..."" 
I'm gonna be the only thing I'm not..."" I'm gonna be so..."" "
sae,16.0,anger,12,20,0.4266,0.0118,0.0398,0.0039,0.0153,0.1038,0.015,"I don't even know how to breathe without her! I don't understand why she's not here, I don't even know what I'm supposed to be doing wrong! I'm so lost. I don't know what I'm supposed to be... I don't even know who I'm supposed to be!"" 
""Why am I so stupid?"" I'm so stupid!"" I can't even..."" 
I don't know what I'm supposed to be..."" I'm so stupid!"" I don't even"
