k,steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
8,joy,12,8.0,0,0.0249,0.019,0.5665,0.0294,0.0315,0.0925,0.3457,"I swear I was doing everything right, but then I completely missed the turn! I thought I was going to crash, I was so scared.  My instructor just kept saying, 'It's okay, you just need to slow down!' I'm so embarrassed, I can't believe I messed up."" 
"
8,joy,12,8.0,1,0.0384,0.0195,0.0347,0.0657,0.2226,0.0607,0.6884,"I swear, I was just joking! I told you I was going to the park, right? You saw me at that cafe yesterday, you wouldn't believe it! I was so embarrassed, I almost tripped over my own feet. I can't believe you thought I was just making it up."" 
"
8,joy,12,8.0,2,0.1385,0.0081,0.0331,0.0144,0.0072,0.6142,0.0069,"I just don't understand why he doesn't even try to listen to me!  He just gets so defensive when I say anything about how I feel.  It's like he doesn't care about what I'm going through.  I feel so unheard and alone.  I just wish he'd actually care about what I'm saying."" 
"
8,joy,12,8.0,3,0.035,0.0045,0.0375,0.0197,0.0189,0.8984,0.0082,"I was so surprised when he said that! I never thought I'd ever hear him say that. I guess I just expect him to be perfect, like he's always going to be the best at everything. I feel so bad, I don't even know what to say. I just want him to be happy, but I don't want him to be disappointed in me."" 
"
8,joy,12,8.0,4,0.3138,0.0498,0.1771,0.0019,0.0121,0.3709,0.0193,"I can't believe it, I just saw it!  She just... threw the whole thing away!  It was like she didn't care.  I feel sick, I don't even know what to do.  I just want to scream!  How could she just do that?"" 
"
8,joy,12,8.0,5,0.5098,0.0284,0.0026,0.001,0.008,0.0557,0.0127,"I was so engrossed in the show, I didn't even notice him come in! He just started grabbing food from the counter, like he owns the place. I wanted to yell at him, but I was so caught up in the drama. I swear, he's always so messy, like he doesn't care about anything!"" 
"
8,joy,12,8.0,6,0.0187,0.0143,1.0819,0.0023,0.0342,0.0629,0.0069,"I can't believe it happened! I was just walking home, and he just... grabbed me! I was so scared, I didn't even know what to do. I just wanted to get away. I'm so shaken up, I can't even believe it's real."" 
"
8,joy,12,8.0,7,0.0754,0.1156,0.1722,0.0239,0.0267,0.0908,0.7036,"I was so shocked, I couldn't even speak. I just stared at him, my jaw dropped. I felt so embarrassed for him, but also so disgusted. I wanted to scream, but I just stood there frozen. I've never felt so violated before."" 
"
8,joy,12,8.0,8,0.0229,0.008,0.7098,0.039,0.025,0.1129,0.1168,"I was so worried, I couldn't even breathe! He was practically flying through the turns, and I kept thinking he was going to crash. I've never seen him like this before, he's usually so careful. I just wanted to scream, 'Stop!' I hope he doesn't get a ticket, I'm so embarrassed for him.' 
"
8,joy,12,8.0,9,0.0137,0.0142,0.8172,0.0013,0.0867,0.0476,0.0057,"I was just admiring the sunset, and then I saw it! This huge snake, slithering right towards me. I froze, my heart pounding. I've never seen anything like it before. It was so beautiful, but also so scary. I just stood there, watching it move."" 
"
8,joy,12,8.0,10,0.0163,0.0127,1.0262,0.002,0.0318,0.0515,0.0047,"I swear I heard a noise, like something was moving in the closet. I was so scared, I jumped out of bed! I thought I was dreaming, but then I saw the light from the moon, it was so bright. I just wanted to hide, I felt so alone."" 
"
8,joy,12,8.0,11,0.0374,0.0032,0.038,0.0092,0.0134,0.0976,0.0078,"I walked in and everything was so quiet.  Mom and Dad were gone, and I thought maybe they went out for a walk or something.  I looked everywhere, but there's no sign of anyone.  It's like they vanished!  I'm so confused, I don't even know what to do.  I just want to know where they went."" 
"
8,joy,12,8.0,12,0.0205,0.0027,0.0505,0.0034,0.4403,0.0616,0.014,"I was so excited to go, but then I realized I just don't have the energy for it. I was dreading the whole thing, and I'm so glad I didn't go. I'm going to just stay home and relax."" 
"
8,joy,12,8.0,13,0.0165,0.0039,0.0065,0.2869,0.0082,0.8846,0.0048,"I was so caught up in that relationship, I barely noticed anything else. I was so focused on him, I forgot about everything else.  Then it ended, and I felt so bad for hurting you. You were so kind to me, like you didn't even care about what happened. I'm so sorry, I should have been there for you."" 
"
8,joy,12,8.0,14,0.0333,0.0158,0.0287,0.2177,0.0298,0.1071,0.6786,"I feel so embarrassed! I completely spaced on the meeting and forgot about the date. I was so caught up in work, I didn't even realize it was happening. I should have called and apologized, I feel terrible. I can't believe I let it slip my mind."" 
"
8,joy,12,8.0,15,0.0265,0.0052,0.005,0.003,0.0367,0.079,0.0014,"I just wanted to sleep forever! I was so tired from yesterday, I could have floated away.  I knew I should have helped Mom with the laundry, but I just wanted to stay in bed and dream.  It was so peaceful, I didn't even want to get up."" 
"
8,joy,12,8.0,16,0.0066,0.0045,0.3173,0.0011,0.0773,0.0255,0.0057,"I've never seen anything like it!  He was so big, I thought he wouldn't fit through the door.  The doctor was so surprised, he kept saying it was a miracle.  I was so scared, but then he just looked at him, and I knew he was perfect."" 
"
8,joy,12,8.0,17,0.0075,0.0015,0.0039,0.0008,0.1275,0.0189,0.0029,"I can't believe it! I just got this letter from Sarah, I haven't seen her in years! It was like she was right here with me, talking about all the things we used to do together. I can't believe she's been living in Paris, I should have written back so long ago!"" 
"
8,joy,12,8.0,18,0.013,0.0013,0.2791,0.0159,0.5102,0.0801,0.0065,"I was so worried I'd done something wrong, I thought they were mad at me. I was about to apologize, but then they just smiled and said they were so happy to see me! I was relieved, I didn't even know what I did to make them happy."" 
"
8,joy,12,8.0,19,0.0059,0.0023,0.0046,0.001,0.6289,0.0066,0.0008,"I can't believe it! I've been dreaming of studying floriculture since I was a kid.  I've always loved the way flowers can make people happy, and I can't wait to learn everything there is to know about them.  This is the best day ever! I'm going to call my mom and tell her I finally did it."" 
"
8,joy,12,8.0,20,0.0223,0.0037,0.0365,0.0059,0.1417,0.5903,0.0112,"It's been so hard saying goodbye to them! I miss our late-night talks and just being able to hang out. I never thought I'd miss them so much. I'm so proud of them for taking this chance, though. I can't wait to see what they do with their life over there."" 
"
8,joy,12,8.0,21,0.0367,0.0089,0.1052,0.0137,0.0102,0.7869,0.0036,"It was like a nightmare, I couldn't believe it.  I just wanted to hold her hand, tell her everything would be okay.  She was gone for so long, I thought I'd lost her.  Now she's back, but she can't even speak properly, it's like she's a stranger.  I just want to help her get better, I don't know how to fix this."" 
"
8,joy,12,8.0,22,0.1261,0.0048,0.0112,0.0081,0.0082,0.9548,0.01,"I can't believe it! I worked so hard for those marks, I thought I'd nailed it. I was so sure I'd get in, I even dreamt about it.  It's just so unfair, I feel like I've been robbed of a chance. I'm so disappointed, I don't even know what to do."" 
"
8,joy,12,8.0,23,0.0228,0.0044,0.0306,0.0179,0.0171,0.9341,0.0062,"It feels like the world just stopped spinning when I lost Sarah.  I thought I'd be okay, but then I realized how much I needed her.  It's like losing someone I knew for so long, like she was a part of me.  I can't believe she's gone, and I just want to hold her hand and tell her everything is going to be okay."" 
"
8,joy,12,8.0,24,0.102,0.0388,0.0247,0.0729,0.0306,0.0837,0.8161,"I was so embarrassed! I knew I messed up, and everyone was staring at me. I wanted to disappear. I can't believe I said that stupid thing, I should have known better. I'm so stupid."" 
"
8,joy,12,8.0,25,0.0888,0.0219,0.0255,0.1748,0.0254,0.2648,0.6625,"I can't believe they actually overheard me! I was so embarrassed, I wanted to disappear. I didn't even realize I was talking so loud, I was just ranting about how stupid they are. I feel so bad, I should have kept it to myself. I hope they don't think I'm a bad friend."" 
"
8,joy,12,8.0,26,0.0476,0.0108,0.0067,0.0064,0.0636,0.0992,0.003,"I was so caught up in her story, I just stared at her. I wanted to say something, anything, but my brain went blank. I felt like I was watching a movie, but I couldn't even breathe. I wish I had something clever to say, something funny or insightful..."" 
"
8,joy,12,8.0,27,0.0688,0.0354,0.0343,0.0859,0.0281,0.1235,0.7905,"I was so focused on getting to the meeting, I didn't even notice! I must have tripped over something, and now my shorts are ruined. I feel so embarrassed, I can't even look at them. I'm going to have to go home and change."" 
"
8,sadness,12,8.0,0,0.2533,0.015,0.0159,0.0099,0.0179,0.4527,0.0242,"I was so sure I had it down, the steering wheel felt so familiar, but then the car lurched and I realized I hadn't even looked at the road.  My heart pounded as I gripped the wheel, trying to regain control.  I felt so stupid, like I was a complete failure.  I just wanted to be able to drive like everyone else. 
"
8,sadness,12,8.0,1,0.0765,0.011,0.055,0.0074,0.0102,0.9279,0.0079,"""I'm going to the club tonight,"" I said, my voice barely a whisper.  How could I explain that I was just trying to pretend I wasn't the same person who was laughing with you yesterday?  You looked at me, your eyes filled with that same hurt I felt.  I wanted to scream, ""I'm not the same person!"" but all that came out was a choked sob.  I just wanted to disappear. 
"
8,sadness,12,8.0,2,0.1329,0.0301,0.0585,0.0162,0.0121,0.7053,0.0089,"My heart pounded in my chest as I looked at him, his eyes filled with something I couldn't decipher.  How could he be so oblivious to how much I needed him?  I wanted to scream, to tell him how much I loved him, but all that came out was a choked sob.  This wasn't fair, this wasn't how our love was supposed to be. 
"
8,sadness,12,8.0,3,0.0314,0.0057,0.0096,0.0078,0.0169,0.3228,0.0023,"My heart sank when he said it.  He's always been so good, so perfect, and now I feel like I'm holding him to a standard I can't reach.  I want to be the one who makes him happy, but I don't know how to be enough.  I just want him to be happy, but I don't know how to make him happy. 
"
8,sadness,12,8.0,4,0.0928,0.0657,0.2916,0.0047,0.0083,0.7437,0.008,"I can't even begin to describe the feeling of seeing her face, the way her eyes were filled with a pain I couldn't even begin to understand.  How could she have done this?  I just wanted to scream, to tell her everything would be okay, but all I could do was watch as she walked away, leaving me with the awful truth.  I just wanted to be sick. 
"
8,sadness,12,8.0,5,0.1574,0.0092,0.0084,0.0043,0.0136,0.8056,0.0033,"The show was so good, I couldn't even blink.  Then I heard the clatter of footsteps and the sound of my brother's voice, and I knew he was in the kitchen.  He was eating my favorite snack, the one I had been saving for later.  I wanted to yell at him, but all I could do was stare at the screen, feeling a mix of anger and sadness.  He was so selfish, taking my food without asking. 
"
8,sadness,12,8.0,6,0.038,0.0122,0.0107,0.0046,0.021,0.0632,0.0018,"My heart is pounding, and I can't stop shaking.  I can't believe he did that to her, to her.  I wish I could take it all back, make it stop.  I just want to hold her and tell her everything will be okay. 
"
8,sadness,12,8.0,7,0.0813,0.0392,0.0512,0.0974,0.0212,0.1614,0.766,"My heart started racing, my face burning hot. I felt so embarrassed, so exposed. I wanted to scream, to tell him to stop, but I just stared at the floor, wishing I could disappear.  I couldn't believe he was doing this in front of everyone.  I felt so violated. 
"
8,sadness,12,8.0,8,0.0601,0.0135,0.31,0.0014,0.0106,0.2722,0.0138,"The roar of the engine was deafening, and I could feel my stomach twisting.  Every time he swerved, I thought I was going to be sick.  He was driving so fast, like he was trying to outrun something.  I knew I had to do something, but I was frozen, trapped in this car with him.  This wasn't my friend anymore, it was a stranger behind the wheel. 
"
8,sadness,12,8.0,9,0.011,0.0102,0.9439,0.002,0.0295,0.0573,0.0069,"The air hung heavy with the scent of honeysuckle as I walked through the garden, the setting sun casting long shadows.  A flash of movement caught my eye, a dark shape slithering towards me.  My heart pounded in my chest, my breath caught in my throat.  I froze, paralyzed by fear, as the snake's cold, reptilian gaze met mine.  It was just a moment, then it was gone, melting back into the shadows. 
"
8,sadness,12,8.0,10,0.0631,0.003,0.0168,0.0029,0.0037,0.2273,0.009,"The silence in the house was deafening. I could hear my own breathing, so loud and heavy.  I tried to remember if I'd fallen asleep in the living room, or if I'd been here all along.  I wanted to call out, to ask why I was awake, but my voice wouldn't come.  I just lay there, waiting for the sun to rise. 
"
8,sadness,12,8.0,11,0.1231,0.0266,0.0257,0.0026,0.0077,0.5898,0.0297,"The front door clicked shut, echoing in the silence.  I looked around, expecting to see my family, but there was nothing.  The house felt so empty, like a hollow shell.  It was already dark, and the clock on the wall mocked me with its slow tick-tock.  I wanted to call out, to ask where they were, but all that came out was a choked sob. 
"
8,sadness,12,8.0,12,0.0918,0.0139,0.2484,0.0023,0.1599,0.238,0.0116,"My stomach twisted into a knot as I stared at the text message.  I'd been so excited to see them, but now I just felt a crushing weight in my chest.  It was stupid, I knew, but I couldn't bring myself to call and tell them I couldn't go.  I just wanted to disappear. 
"
8,sadness,12,8.0,13,0.0421,0.0096,0.0069,0.4713,0.0068,0.6547,0.0147,"I can't believe how much I hurt her. I was so wrapped up in that relationship, I forgot to be there for her.  Now that it's over, all I see is how much I pushed her away.  She's been so kind, trying to make things right, and I just want to apologize.  I don't deserve her forgiveness. 
"
8,sadness,12,8.0,14,0.0535,0.0427,0.923,0.0035,0.0132,0.0503,0.0388,"My stomach twisted into a knot as I stared at my phone.  The message from her was short, just a ""Where are you?"" that felt like a physical blow.  I'd promised to meet her, to tell her everything, but I'd just been too scared to face her.  I should have called, should have explained, but I just sat here, numb and ashamed.  This was a stupid, selfish mistake. 
"
8,sadness,12,8.0,15,0.0545,0.0108,0.0079,0.0097,0.0117,0.5838,0.0037,"The sun streamed through the window, making me feel like I was drowning in warmth. I knew I should be helping Mom with the dishes, but I just wanted to stay in bed and pretend I wasn't a burden.  It felt like I was letting her down, like I was failing her.  I just wanted to be a good daughter, but all I could do was curl up and cry. 
"
8,sadness,12,8.0,16,0.0101,0.006,0.4746,0.0052,0.046,0.6521,0.0039,"I remember the pain, the way my body felt like it was going to explode.  He was so big, so heavy, and I couldn't even cry.  The nurses were rushing around, trying to get him out, but it felt like I was trapped in a nightmare.  Then, finally, he was in my arms, and I knew I was going to be okay. 
"
8,sadness,12,8.0,17,0.0127,0.0024,0.0712,0.0218,0.0414,0.6552,0.0125,"The envelope felt heavy in my hand, the familiar handwriting on the front sending a jolt of surprise through me.  It was from Sarah, the girl I'd sworn I'd never see again.  I reread the words, a million memories flooding back, all the laughter and tears we shared.  How could I have forgotten how much I missed her?  I had to reach out, to tell her I missed her too. 
"
8,sadness,12,8.0,18,0.0659,0.0043,0.0125,0.1042,0.0218,0.5932,0.0189,"My heart sank when I saw their face, a mix of anger and disappointment. I thought I'd done something wrong, but then they smiled, and I realized it was just a misunderstanding.  I felt so relieved, and I wanted to apologize for making them feel that way.  I wish I could rewind time and explain everything. 
"
8,sadness,12,8.0,19,0.0052,0.0015,0.005,0.0007,0.9045,0.0061,0.001,"My heart hammered in my chest as I read the acceptance letter, the words blurring together.  Floriculture, my dream, was finally real.  I could finally see myself surrounded by vibrant blooms, learning everything I could about the delicate beauty of flowers.  This was it, the chance to make my passion my life's work.  I couldn't wait to start. 
"
8,sadness,12,8.0,20,0.0256,0.0028,0.0155,0.0072,0.0537,0.9003,0.0024,"It feels like a part of me is missing.  I miss our late-night talks and the way our laughter used to fill the room.  I can't believe she's so far away, and I feel like I'm living in a constant state of wanting to reach out.  But I know she's living her best life, and I'm trying to be happy for her. 
"
8,sadness,12,8.0,21,0.0144,0.0026,0.3834,0.0965,0.0151,0.4774,0.0525,"The doctors said it was a miracle she was still alive, but the reality was a constant, crushing weight.  Three months, three months of silence, of watching her face, pale and lifeless, as I held her hand.  Now, she's awake, but the words are jumbled, the movements clumsy.  I feel like I'm drowning in a sea of guilt and fear, wondering if I could have done something to prevent this. 
"
8,sadness,12,8.0,22,0.1886,0.0078,0.0139,0.0088,0.0064,0.9411,0.0073,"The letter felt like a physical blow. One percent. That's all it was, a tiny, insignificant number that had shattered my dreams. I poured over my grades, trying to find a reason, a flaw in my application, anything to explain why I wasn't good enough. I felt like I'd failed everyone, especially myself.  I just wanted to scream, to tell them how much this meant to me, how much I wanted to be there, to learn and grow with them. 
"
8,sadness,12,8.0,23,0.03,0.0043,0.0193,0.0063,0.0215,1.0838,0.0041,"The ache in my chest is a constant reminder.  It's like a dull, throbbing pain that never goes away, a constant echo of what I lost.  I can't believe I'm still here, living without them, without their laughter, their warmth.  It's like a part of me is missing, a piece of my soul that's been ripped away. 
"
8,sadness,12,8.0,24,0.1214,0.0074,0.0138,0.0085,0.0072,0.9968,0.0174,"My heart was pounding as I sat there, the words stuck in my throat.  Everyone stared at me, their eyes filled with disappointment.  I knew I'd messed up, that I'd said something completely wrong, and the whole room felt like it was spinning.  I wanted to disappear, to crawl into a hole and never come out. 
"
8,sadness,12,8.0,25,0.2317,0.029,0.0316,0.0338,0.0082,0.4008,0.0068,"My stomach dropped when I saw their faces, their eyes filled with hurt and anger.  I wanted to disappear, to disappear into the ground.  How could I have been so cruel?  I knew I had to apologize, to make it right.  I just wish I could take back every hurtful word. 
"
8,sadness,12,8.0,26,0.0327,0.01,0.0082,0.0072,0.0146,0.2264,0.0032,"My friend's story was so vivid, so full of emotion, and I just felt like I was drowning in it.  I wanted to say something, anything, to make it stop, but all that came out was a choked whisper.  I wish I could have asked them to tell me more, to explain it all, but I just sat there, frozen.  It was like my brain had shut down. 
"
8,sadness,12,8.0,27,0.0402,0.0083,0.0995,0.0059,0.1041,0.7491,0.0086,"I was walking home from the park, feeling happy and carefree, and then I felt it.  A wet, sticky feeling spread through my shorts.  I looked down and saw it, the stain, the evidence of what I had done.  I wanted to scream, to run, to hide.  I just stood there, frozen, until I finally burst into tears. 
"
8,shame,12,8.0,0,0.1037,0.0429,0.0555,0.0444,0.0304,0.1053,0.7781,"My hands were shaking, my heart was pounding, and I swear I saw the car in front of me explode.  I slammed on the brakes, the steering wheel felt like it was going to crack, and I just wanted to disappear.  I'm so embarrassed, I can't even look at him.  This is what happens when I try to drive, I'm a complete idiot. 
"
8,shame,12,8.0,1,0.0792,0.0269,0.0407,0.0904,0.0424,0.1476,0.7428,"I can't believe I just said it out loud.  I was so embarrassed.  I saw you yesterday, right here, and I thought you were going to laugh.  How could I be so stupid?  I'm going to be sick.  I can't believe I'm going to be caught like this again."" 
"
8,shame,12,8.0,2,0.4373,0.0116,0.0376,0.0016,0.0121,0.4534,0.0096,"I can't believe he just said that.  He's been so distant all day, like I'm invisible.  He doesn't even care about what I'm feeling.  How can I be happy with him right now?  I just want to scream. 
"
8,shame,12,8.0,3,0.2922,0.088,0.0133,0.0132,0.0142,0.4501,0.5722,"My stomach dropped. I felt like I was drowning in a sea of shame. He's always been so good at hiding it, but now it's all so obvious. I can't believe I'm expecting him to be perfect, to be everything I need. I don't know how to tell him to stop, to just be normal.  This is ridiculous. 
"
8,shame,12,8.0,4,0.1645,0.0165,0.1649,0.0048,0.0077,0.5743,0.0332,"I can't believe it. I saw her, right there, in the middle of the street, and I just... I don't even know what I did. I ran away, like a coward. How could she do this? How could she just throw it all away? I feel sick. I can't even look at her anymore. 
"
8,shame,12,8.0,5,0.1134,0.0296,0.0496,0.067,0.0332,0.1286,0.7642,"My stomach dropped. I felt so embarrassed, like everyone was watching. He was acting like a complete idiot, stuffing his face with food I'd just made. I wanted to scream, to tell him to be quiet, but all I could do was stare at him.  How could he be so oblivious?  I wanted to disappear. 
"
8,shame,12,8.0,6,0.0441,0.0172,1.0563,0.002,0.0254,0.0573,0.0056,"My heart was pounding, my legs felt like jelly.  He just stood there, smirking, and I couldn't even scream.  I just wanted to disappear.  How could someone be so cruel?  I'm so scared, I don't even know what to do. 
"
8,shame,12,8.0,7,0.1605,0.0977,0.0474,0.0552,0.016,0.2631,0.7147,"My face burned, my heart pounded. I wanted to scream, but all I could do was stare at him, at the way his skin was so raw and exposed.  Everyone on the bus was watching, their eyes wide and judging. I felt like I was going to vomit. I wanted to disappear.  I wish I could just run away, but I was frozen in place.  This is so embarrassing, so humiliating. 
"
8,shame,12,8.0,8,0.0364,0.0167,0.9229,0.001,0.0158,0.0499,0.0063,"The roar of the engine, the smell of stale beer, it was all so loud. I could feel my heart pounding, like a drum solo in my chest.  He was weaving through traffic, ignoring everything around him.  I wanted to scream, to tell him to stop, but I was frozen, paralyzed by fear.  This wasn't him, this wasn't my friend.  This was a stranger behind the wheel. 
"
8,shame,12,8.0,9,0.0182,0.0121,0.9662,0.0015,0.024,0.0447,0.0043,"My heart hammered in my chest, my breath caught in my throat. It slithered closer, its scales glinting in the fading light, and I felt a primal fear grip me.  I wanted to scream, to run, but my legs were rooted to the spot.  This wasn't a dream, it was real, and I was frozen, a terrified spectator in my own life.  It was a serpent, a creature of nightmares, and I knew I was about to be consumed by its gaze. 
"
8,shame,12,8.0,10,0.0558,0.0274,0.4285,0.0021,0.016,0.5941,0.0089,"The air is thick with silence, heavier than usual.  My heart pounds in my chest, a frantic drum against my ribs.  I can hear the quiet breaths of everyone else in the house, their sleep so heavy it suffocates me.  I'm frozen, trapped in this suffocating darkness, and I can't breathe. 
"
8,shame,12,8.0,11,0.0313,0.0076,1.0415,0.0039,0.0246,0.0889,0.0133,"The front door slammed shut, echoing through the empty house.  Where did they all go?  My stomach twisted, a knot of fear and confusion.  I'm alone, and it's like the whole world is watching.  The clock ticked, each second a hammer blow to my chest.  I'm trapped in this silence, waiting for them to come back. 
"
8,shame,12,8.0,12,0.0544,0.011,0.1591,0.005,0.0263,0.4861,0.0531,"My stomach dropped when I saw her. I'd been dreading this moment all day, and now I'm frozen. I can't believe I'm actually here, about to see her. I should have just stayed home. This is a disaster. I can't believe I'm letting her down."" 
"
8,shame,12,8.0,13,0.0284,0.006,0.0051,0.5474,0.007,0.7,0.0198,"I can't believe how much I hurt her.  I was so wrapped up in him, in everything he wanted, that I forgot about everything else.  It was like I was living in a bubble, and she was just... gone.  But now that it's over, she's been so kind.  I don't deserve it, I just want to apologize. 
"
8,shame,12,8.0,14,0.5177,0.0733,0.0156,0.0126,0.008,0.2253,0.3089,"My stomach dropped. I'd been so sure I'd be ready, but my feet wouldn't move.  I'd promised I'd be there, but I was a coward, hiding behind a wall of shame.  They'd called me a fool, a liar, and I just wanted to disappear.  I'm so stupid. 
"
8,shame,12,8.0,15,0.0754,0.0239,0.0328,0.1999,0.0151,0.3395,0.4209,"I feel like I'm going to be sick.  I just wanted to stay in bed all day, but I should have been helping Mom with everything.  It's like I'm a complete failure.  I'm so embarrassed.  I wish I could just disappear. 
"
8,shame,12,8.0,16,0.015,0.0046,0.6627,0.0037,0.3239,0.3673,0.0044,"I've never felt so much pain in my life.  He was so big, so heavy, and I couldn't breathe.  The doctor's words were muffled, all I could hear was the sound of his cries.  He was perfect, though, and I knew I was the only one who could hold him.  I'm so scared, but also so happy. 
"
8,shame,12,8.0,17,0.0527,0.0026,0.0285,0.0055,1.1363,0.043,0.0119,"My hand trembled as I opened the envelope, the familiar scent of old paper and dust filling my nostrils.  It was him, wasn't it?  The boy who always tripped over his own feet in front of everyone, the one who made me laugh until I choked.  How could I have forgotten?  I'm so stupid.  I'm so glad I'm seeing him again. 
"
8,shame,12,8.0,18,0.06,0.0215,0.0249,0.4465,0.0486,0.1407,0.6142,"I saw her walk away, my face burning with shame. I thought I'd done something terrible, but she just smiled at me.  I wanted to disappear, but she was laughing, and I felt like I was drowning in embarrassment.  It was so stupid, I just wanted to apologize, to tell her everything.  I hope she never finds out how much I messed up. 
"
8,shame,12,8.0,19,0.0056,0.0021,0.0038,0.0008,0.4577,0.0068,0.0008,"My heart is pounding, I can't believe it.  I've been dreaming of this moment for so long, of finally being accepted into this program.  I've always loved flowers, their beauty and fragility, and now I can finally understand why.  This is it, the chance to make something beautiful, to create something real.  I can't wait to start. 
"
8,shame,12,8.0,20,0.0173,0.0066,0.8425,0.006,0.0222,0.6372,0.0047,"It feels like my whole world shrunk down to this tiny apartment.  I miss her so much, like I'm drowning in silence every time I hear her laugh.  I can't believe she's actually living in another country, like I'm not even real.  I'm so scared of what she'll think of me, of everything.  I just want to be strong for her, but I'm so weak. 
"
8,shame,12,8.0,21,0.0625,0.0091,0.0474,0.0103,0.008,1.046,0.0042,"It's like my world shattered into a million pieces.  The doctors said it was a miracle she was even alive, but now she's trapped in this shell, unable to move or speak.  Every day feels like a lifetime, and I can't even imagine what she's going through.  How can I be strong enough to help her, to fix this mess?  I just want to scream and cry, but all I can do is watch her suffer. 
"
8,shame,12,8.0,22,0.4334,0.0178,0.0052,0.0034,0.0067,0.792,0.0206,"I can't believe it. I thought I'd aced the interview, but then the words 'one percent' echoed in my head.  My whole life, I'd been told I was good enough, smart enough, but now I'm just a failure.  I'm supposed to be the one who's going to change the world, but I'm just a nobody.  I'm so stupid, I can't even breathe. 
"
8,shame,12,8.0,23,0.0394,0.009,1.1131,0.0026,0.0342,0.1442,0.0079,"It's like a punch in the gut every time I see them, like I'm reliving that day.  I thought I could forget, that I'd be fine, but it's like they're right there, laughing, and I can't breathe.  How could I have been so selfish, so blind, to not have protected them?  I'm so scared of losing them, of losing them again. 
"
8,shame,12,8.0,24,0.1396,0.0552,0.0311,0.0539,0.023,0.1219,0.8066,"My face burned. I felt like everyone was staring at me, and I wanted to disappear. I knew I was wrong, so stupid. I couldn't even speak. I just mumbled something about how stupid I was and ran out of the room. I'm so embarrassed, I can't even look at them."" 
"
8,shame,12,8.0,25,0.5039,0.1381,0.0252,0.0031,0.0151,0.1914,0.0078,"My stomach dropped. They were laughing, pointing, and I wanted to disappear.  I'd been so stupid, saying all those awful things about them.  They're my friends, and I can't believe I've been so cruel.  I wish I could rewind time and take it all back. 
"
8,shame,12,8.0,26,0.5728,0.023,0.011,0.0007,0.0217,0.2349,0.004,"My brain felt like it was filled with cotton.  I wanted to say something, anything, but all I could manage was a blank stare.  She was telling me about this amazing thing, and I felt like I was watching a movie, but I couldn't even blink.  I just wanted to disappear.  How could I ever be this stupid? 
"
8,shame,12,8.0,27,0.0742,0.018,0.6478,0.0056,0.0191,0.4834,0.0258,"I was walking down the street, feeling so confident, and then I felt it.  My pants, my whole body, it was like someone had just poured a bucket of ice water on me.  I couldn't even look at anyone, I just wanted to disappear.  I'm mortified, I can't believe I'm this clumsy.  I need to get out of here. 
"
20,anger,12,8.0,0,0.0911,0.0471,0.0424,0.0604,0.0238,0.1377,0.7337,"I just messed up so badly! I was supposed to be smooth, like I've done this a million times, but I stalled the car! I'm so embarrassed, I can't even look at him. I'm going to be a terrible driver, I'm going to ruin everything."" 
"
20,anger,12,8.0,1,0.4641,0.0131,0.0114,0.0014,0.0106,0.1309,0.0247,"I swear, I'm not going to be that person again! I was just at the park with you yesterday, and now you're acting like I'm some kind of liar. I was at the library, reading, and then I just... I don't even know where I was. I was so lost in that book, I just... I can't believe you're acting like I'm some kind of..."" 
"
20,anger,12,8.0,2,0.1717,0.0066,0.0102,0.0048,0.0104,0.8218,0.0038,"I can't believe he just doesn't care! He's been so distant lately, like I'm not even important.  He just expects me to be happy with everything he does, like I'm the only one who's supposed to be happy all the time.  I need him to understand how much this hurts!  I'm so tired of being invisible."" 
"
20,anger,12,8.0,3,0.4815,0.0103,0.0147,0.0025,0.0077,0.6701,0.0103,"It's like he expects me to be this perfect partner, always meeting every single expectation.  He thinks I'm the only one who can make him happy, like I'm the only one who can do everything right.  I just want to scream!  I don't even know who I am anymore, I'm just this... a failure."" 
"
20,anger,12,8.0,4,0.1272,0.0566,0.0722,0.0039,0.0119,0.7229,0.0246,"I can't believe she did that.  It's like she just threw away a part of her life, a whole person.  How could she just...dump it in a hole?  I feel sick, like I'm going to vomit.  I can't even look at her anymore."" 
"
20,anger,12,8.0,5,0.9469,0.0134,0.0015,0.0008,0.005,0.0487,0.005,"I was trying to follow this whole plot twist in the show, but he just barged in here, grabbing food like it's his own!  He doesn't even care about me, just wants to eat without a care in the world.  I'm so annoyed, I can't even focus on anything.  It's like he doesn't understand how important this is to me!"" 
"
20,anger,12,8.0,6,0.0387,0.0226,1.0245,0.0017,0.022,0.057,0.0063,"I can't believe it's happening again.  He just... he just grabbed me, shoved me, and I just... I don't even know how to explain it.  I'm so scared, I can't even breathe.  I just want to scream, but I'm frozen.  How can someone be so... so cruel?"" 
"
20,anger,12,8.0,7,0.1625,0.039,0.4424,0.0032,0.0104,0.5785,0.0195,"I can't believe I just saw him, just... exposed.  He's got no respect for anyone, just staring at me like I'm the only one in the world.  I'm so mortified, I want to scream.  I'm going to get out of here, I can't even look at him anymore.  It's like he doesn't care about anything else, just his own body.  I'm going to be sick. "" 
"
